title,roaster,origin,score,price,review_date,aroma,acidity,body,flavor,aftertaste,full_review,url
Finca Huixoc Pacamara,El Gran Cafe,"La Democracia, Huehuetenango Department, Guatemala",91,$20.00/12 ounces,December 2024,8,8,8,9,8,"Blind Assessment: Richly sweet-savory. Baking chocolate, yellow golden raisin, nougat, cedar, freesia in aroma and cup. Brisk acidity; crisp, satiny mouthfeel. The wood-framed finish has a hint of a crisp chocolate undertones. Notes: Produced by Alejandro Solís of Finca Huixoc entirely of the Pacamara variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit El Gran Cafe’s website for more information. Bottom Line: A friendly, accessible Guatemala Pacamara, crisply chocolaty with spice-toned florals and rich aromatic wood throughlines. Explore Similar Coffees: Click here for more reviews from El Gran Cafe",https://www.coffeereview.com/review/finca-huixoc-pacamara-2/
Espresso Np. 7 Fincas Las Moritas Pacamaras,El Gran Cafe,"San Antonio La Paz, El Progreso Department, Guatemala",93,$24.00//12 ounces,December 2024,9,N/A,8,9,8,"Blind Assessment: Evaluated as espresso. Chocolaty-sweet, deep-toned. Chocolate fudge, salted caramel, hop flowers, dried plum, tangerine in aroma and cup. Crisp, satiny mouthfeel. Richly chocolaty finish supported by hop flowers. In cappuccino format, chocolate notes predominate, with undertones of savory caramel and bitter sweet florals. Notes: Produced by Higinio Gómez of Beneficio La Esperanza, from trees of the Yellow and Red Pacamara varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried).  El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit El Gran Cafe’s website for more information. Bottom Line: A complex, multilayered Pacamara SOE with loads of chocolate throughout the profile and nuanced floral, stone fruit and citrus impulses. Explore Similar Coffees: Click here for more reviews from El Gran Cafe",https://www.coffeereview.com/review/espresso-np-7-fincas-las-moritas-pacamaras/
Uganda Sironko Station Natural,Coffee By Design,"Bugisu Region, Uganda",92,$21.00/16 ounces,December 2024,9,8,8,9,8,"Blind Assessment: Sweetly tart, high-toned. Caramel apple, baking chocolate, caraway seed, praline, fresh-cut oak in aroma and cup. Crisp, citrusy acidity; full, satiny-smooth mouthfeel. Quiet finish consolidates to notes of baking chocolate and caraway seed. Notes: Produced by smallholding farmers in the Bugisu Region of Uganda near Mt. Elgon, and processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster with a roastery and coffeehouse in Portland, Maine. For more information, visit www.coffeebydesign.com. Bottom Line: An interestingly composed Uganda natural with rich sweetness, distinct tartness, and a throughline of crisp chocolate, and a bittersweet, caraway-like note. Explore Similar Coffees: Click here for more reviews from Coffee By Design",https://www.coffeereview.com/review/uganda-sironko-station-natural/
X’mas Blend,Buon Caffe,Ethiopia; El Salvador,93,NT $319/8 ounces,December 2024,9,9,8,9,8,"Blind Assessment: Sweetly tart, fruity and chocolaty. Pomegranate, dark chocolate, tangerine, pink peppercorn, amber in aroma and cup. Bright, balanced acidity; gentle, silky mouthfeel. Chocolaty, fruit-toned finish. Notes: A blend of three coffees, two from Ethiopia (one washed, one natural-processed) and a washed El Salvador. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: A thoughtful Ethiopia/El Salvador blend that’s, at turns, chocolaty and rich and tartly fruit-toned. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/xmas-blend/
Thai Law Wu,Rusty Dog Coffee,"Chiang Mai, Thailand",91,$20.50/12 ounces,November 2024,9,8,8,9,7,"Blind Assessment: Sweet-toned, crisp and gently bright. Pomelo, apple blossom, cocoa nib, fir, sassafras in aroma and cup. Gentle, round acidity; crisp, lightly satiny mouthfeel. Finish consolidates to notes of sassafras and fir. Notes: Produced by smallholding farmers, entirely of the Catimor variety of Arabica, and processed by the black honey method, in which some of the fruit flesh is left on the beans during the drying process. Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information. Bottom Line: A sweetly herbaceous, crisply cocoa-toned, black honey-processed Thai cup. Explore Similar Coffees: Click here for more reviews from Rusty Dog Coffee",https://www.coffeereview.com/review/thai-law-wu/
LATEST REVIEWS,JBC Coffee Roasters,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/10/
Guatemala Buenos Aires,Rusty Dog Coffee,"Huehuetenango Department, Guatemala",93,$20.50/12 ounces,November 2024,9,8,9,9,8,"Blind Assessment: Richly sweet-tart, citrusy and bright. Blood orange, baking chocolate, agave syrup, freesia, cedar in aroma and cup. Brisk, tart-leaning acidity; plush, syrupy mouthfeel. The long finish leads with notes of baking chocolate and blood orange. Notes: Produced by smallholding farmers, entirely of the Bourbon variety of Arabica, and processed by the natural method (dried in the whole fruit). Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information. Bottom Line: A high-toned, crisply chocolaty Guatemala natural — bright, citrusy and floral-toned. Explore Similar Coffees: Click here for more reviews from Rusty Dog Coffee",https://www.coffeereview.com/review/guatemala-buenos-aires/
Ngurueri Kenya,JBC Coffee Roasters,"Embu County, Kenya",94,$22.00/12 ounces,November 2024,9,9,8,9,9,"Blind Assessment: Richly sweet-savory, deep-toned. Red currant, ripe tomato, dark chocolate, cedar, agave syrup in aroma and cup. Lively, balanced acidity; plush, crisp, lightly satiny mouthfeel. Long, resonant, flavor-saturated, harmonious finish. Notes: Produced by smallholding members of the Murue Farmer's Cooperative, from trees of the SL-28, SL-34, Ruiru 11, Batian and K7 varieties of Arabica, and processed at the Ngrueri Coffee Factory by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: An umami throughline distinguishes this classic Kenya, which is bright, juicy, deep and complex. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/ngurueri-kenya/
Ethiopia Dembi,Rusty Dog Coffee,"Sidamo growing region, southern Ethiopia",93,$21.50/12 ounces,November 2024,8,9,9,9,8,"Blind Assessment: Complex, multi-layered. Candied violet, satsuma mandarin, almond, dark chocolate, oak in aroma and cup. Malic (apple-like) acidity; very full, satiny mouthfeel. Sweetly tart finish centered around notes of citrus and candied violet. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed at the Dembi Station by the natural method (dried in the whole fruit). Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information. Bottom Line: Rich florals and complex citrus notes define this engaging Ethiopia natural that’s rich-toned and deep. Explore Similar Coffees: Click here for more reviews from Rusty Dog Coffee",https://www.coffeereview.com/review/ethiopia-dembi/
LATEST REVIEWS,Coffee By Design,N/A,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/9/
El Salvador Unicorn,Drink Coffee Do Stuff,"El Bálsamo Quetzaltepec, El Salvador",94,$24.00/8 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Floral-driven, with complex fruit notes. Passionfruit, calamansi, gardenia, salted caramel, blood orange in aroma and cup. Sweet, bright, juicy acidity; full, syrupy-smooth mouthfeel. The resonant finish is carried by notes of passionfruit and gardenia into the long. Notes: Produced by Anny Ruth Pimentel of Finca La Gloria and processed by the natural method (dried in the whole fruit). Drink Coffee Do Stuff operates a roastery in Truckee, California, and a coffee shop in nearby Incline Village, Nevada. Visit www.drinkcoffeedostuff.com for more information. Bottom Line: A lush, floral-toned, richly fruit-forward, complex and intriguing El Salvador natural. Explore Similar Coffees: Click here for more reviews from Drink Coffee Do Stuff",https://www.coffeereview.com/review/el-salvador-unicorn-3/
Honduras Pacayal Regenerative Organic-Certified,Utopian Coffee,"La Paz, Marcala growing region, Honduras",93,$18.00/12 ounces,November 2024,8,9,9,9,8,"Blind Assessment: Chocolaty-sweet, gently fruit-forward. Dark chocolate, watermelon candy, cashew, pink grapefruit zest, fresh-cut oak in aroma and cup. Bright, balanced acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of dark chocolate and pink grapefruit zest. Notes: Produced by Edgar and Karen Carillo of Pacayal Coffee, entirely of the Typica variety of Arabica, and processed by the natural method (dried in the whole fruit). Regenerative Organic Certified® (ROC™). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: A Regenerative Organic Certified® (ROC™), natural-processed Honduras that’s quietly confident, richly chocolaty, and delicately fruity. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/honduras-pacayal-regenerative-organic-certified/
LATEST REVIEWS,Backroads Coffee and Tea,N/A,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/415/
Decaf Mexico Esmeralda,Utopian Coffee,"Oaxaca, Mexico",92,$20.00/12 ounces,November 2024,8,8,9,9,8,"Blind Assessment: Richly sweet, crisply chocolaty. Cocoa powder, Brazil nut, date, molasses, hint of gardenia in aroma and cup. Gentle, round acidity; plush, satiny mouthfeel. Cocoa-toned finish supported by molasses and Brazil nut. Notes: Produced by smallholding farmers, from trees of the Typica, Bourbon and Marsellesa varieties of Arabica, and processed by the natural method (dried in the whole fruit) and decaffeinated using ethyl acetate, a solvent derived from sugar cane. Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: A solid Mexico decaf — natural-processed, which highlights the cup’s inherent fruit tones. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/decaf-mexico-esmeralda/
Guatemala Finca Los Dos Socios,Utopian Coffee,"El Chalum, La Libertad, Huehuetenango Department, Guatemala",93,$19.00/12 ounces,November 2024,9,8,9,9,8,"Blind Assessment: Richly sweet, nut toned. Macadamia butter, baking chocolate, pineapple, agave syrup, cedar in aroma and cup. Gently brisk acidity; very full, satiny-smooth mouthfeel. Crisp, long, resonant finish centered around notes of baking chocolate and macadamia nut. Notes: Produced by Concepcion Villatoro of Finca Los Dos Socios, entirely of the Caturra variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: A deep-toned, sweetly nutty, crisply chocolaty washed Guatemala with undertones of tropical fruit. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/guatemala-finca-los-dos-socios/
Costa Rica Red Java Honey Finca Los Pinitos,Magnolia Coffee,"Alajuela, Central Valley, Costa Rica",95,$29.00//12 ounces,November 2024,9,9,9,9,9,"Blind Assessment: Richly sweet, deep-toned. Dried mulberry, pink grapefruit zest, wild honey, freesia, fresh-cut cedar in aroma and cup. Malic (apple-like) acidity; very full, creamy-smooth mouthfeel. Long, flavor-saturated, complex and inviting finish. Notes: Produced by Doña Francisca and Oscar Chacon at Finca Los Pinitos at Las Lajas, entirely of the Java variety of Arabica, and processed by the red honey method, in which much of the fruit flesh is left on the beans during the drying process. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information. Bottom Line: A Costa Rica Java red honey that delivers on all fronts with deep fruit, rich chocolate, citrus, honey, and spice-toned florals — confident, balanced, satisfying. Explore Similar Coffees: Click here for more reviews from Magnolia Coffee",https://www.coffeereview.com/review/costa-rica-red-java-honey-finca-los-pinitos/
LATEST REVIEWS,Heady Cup,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/
1994 Blend,Coffee by Design,Ethiopia,91,$22.50/16 ounces,December 2024,8,8,9,9,7,"Blind Assessment: Berry-driven, crisply chocolaty. Dried raspberry, cedar, pink grapefruit zest, baking chocolate, marjoram in aroma and cup. Briskly sweet acidity; full, syrupy-smooth mouthfeel. The chocolaty finish has undertones of cedar and pink grapefruit zest. Notes: A blend of coffees from Ethiopia, both washed and natural-processed. Founded in 1994, Coffee By Design is a specialty coffee roaster with a roastery and coffeehouse in Portland, Maine. For more information, visit www.coffeebydesign.com. Bottom Line: A nice daily drinker with deep chocolate and sweetly tart berry notes throughout the profile — and a relative bargain at $22.50 for a full pound. Explore Similar Coffees: Click here for more reviews from Coffee by Design",https://www.coffeereview.com/review/1994-blend-2/
LATEST REVIEWS,True Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/7/
Costa Rica Finca El Cañal Double Diamond,Magnolia Coffee,"Alajuela, Central Valley, Costa Rica",94,$28.00/12 ounces,November 2024,9,9,9,9,8,"Blind Assessment: Delicately sweet-tart, complex, nuanced. Raspberry coulis, dark chocolate, bergamot, star jasmine, hint of oak wine barrel in aroma and cup. Bright, balanced acidity; plush, syrupy mouthfeel. Fruit-forward, chocolaty finish. Notes: Produced by Doña Francisca and Oscar Chacon of Finca Las Lajas, entirely of the Sarchimor variety of Arabica, and processed by a proprietary “double diamond” method, which includes whole-fruit anaerobic fermentation. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information. Bottom Line: A lovely anaerobic Costa Rica Sarchimor, meticulously processed to foreground sweet berry and deep chocolate notes. Explore Similar Coffees: Click here for more reviews from Magnolia Coffee",https://www.coffeereview.com/review/costa-rica-finca-el-canal-double-diamond/
Ethiopia Sidama Arbegona Bochesa Natural,Buon Caffe,"Sidamo growing region, southern Ethiopia",93,NT $379/8 ounces,December 2024,9,8,9,9,8,"Blind Assessment: Multi-layered, deeply sweet-tart. Dried cranberry, hibiscus tea, lemon verbena, cocoa nib, fresh-cut cedar in aroma and cup. Briskly sweet acidity; plush, syrupy mouthfeel. Very sweet, fruit-toned finish. Notes: Produced by smallholding farmers, entirely of the 74158 variety of Arabica, and processed by the natural method (dried in the whole fruit). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: A vibrantly sweet, gently tart Ethiopia natural with leading notes of hibiscus and dried cranberry, supported by cocoa nib and rich aromatic wood tones. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/ethiopia-sidama-arbegona-bochesa-natural/
Ethiopia Yirgacheffe Biloya Anaerobic,RamsHead Coffee Roasters,"Yirgacheffe growing region, south-central Ethiopia",92,$35.00/12 ounces,December 2024,8,8,8,9,9,"Blind Assessment: Tangy, sweet-savory, berry-toned. Raspberry candy, baking chocolate, lemon zest, fir, sarsaparilla in aroma and cup. Sweet-savory structure with brisk acidity; very full, creamy mouthfeel. Very long, lingering finish, crisply chocolaty and berry-driven. Notes: Produced by smallholding farmers, from local landrace varieties of Arabica, and processed at the Biloya Station by Tracon Coffee using the anaerobic natural method, in which whole cherries are fermented in an oxygen-free environment before being dried in the whole fruit. Based in Livingston, Montana, RamsHead Coffee Roasters is a family-owned company that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com. Bottom Line: A crisply berry-forward, chocolaty anaerobic natural Ethiopia with intriguing savory-tangy undertones. Explore Similar Coffees: Click here for more reviews from RamsHead Coffee Roasters",https://www.coffeereview.com/review/ethiopia-yirgacheffe-biloya-anaerobic/
LATEST REVIEWS,Oliver's Custom Coffees,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/11/
Ethiopia Sidama Arbegona Natural ASD TOH#2,Buon Caffe,"Sidamo growing region, southern Ethiopia",92,NT $399/8 ounces,December 2024,8,8,9,9,8,"Blind Assessment: Fruit-forward, crisply chocolaty. Rambutan, cocoa nib, gardenia, fir, macadamia nut in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Sweetly wood-framed finish with undertones of gardenia. Notes: Produced by smallholding farmers, entirely of the 74158 variety of Arabica, and processed by the anaerobic slow-dry method (ASD), in which the whole fruit is fermented in an oxygen-free environment and then slow-dried, also in the whole fruit. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: A fruit-toned experimentally processed Ethiopia with a floral, nutty throughline. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/ethiopia-sidama-arbegona-natural-asd-toh2/
Rwanda Nyamasheke “Ireme” Anaerobic,Coffee By Design,"Nyamasheke, Western Province, Rwanda",92,$23.00/12 ounces,December 2024,8,8,9,9,8,"Blind Assessment: Richly sweet, engagingly tart. Pie cherry, dark chocolate, agave syrup, pineapple kefir, fresh-cut fir, bay leaf in aroma and cup. Gently brisk acidity; very full, creamy mouthfeel. Resonantly tart finish with chocolate and fir undertones. Notes: Produced by Gasharu Coffee and processed by the anaerobic natural method, in which whole fruit is fermented in tanks with limited oxygen before drying, also in the whole fruit. Founded in 1994, Coffee By Design is a specialty coffee roaster with a roastery and coffeehouse in Portland, Maine. For more information, visit www.coffeebydesign.com. Bottom Line: An anaerobic Rwanda with tart, tangy fruit up front, supported by notes of dark chocolate and rich aromatic wood. Explore Similar Coffees: Click here for more reviews from Coffee By Design",https://www.coffeereview.com/review/rwanda-nyamasheke-ireme-anaerobic/
Colombia Water Process Decaf,Jackrabbit Java,Colombia,91,$14.00/12 ounces,December 2024,8,8,8,9,8,"Blind Assessment: Chocolaty, crisply sweet. Baking chocolate, almond, date, orange zest, rose hips in aroma and cup. Briskly sweet acidity; full, velvety mouthfeel. Chocolaty finish supported by notes of orange zest and almond. Notes: Processed by the washed method (fruit skin and pulp removed before drying) and decaffeinated in Colombia using a chemical-free water process. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information. Bottom Line: A bargain of a daily-drinking decaf (you wouldn’t really know it’s a decaf — crisply chocolaty, richly nutty with nice citrus notes. Explore Similar Coffees: Click here for more reviews from Jackrabbit Java",https://www.coffeereview.com/review/colombia-water-process-decaf/
Honduras Roger Dominguez,Utopian Coffee,"La Paz, Marcala growing region, Honduras",94,$20.00/8 ounces,November 2024,9,8,9,9,9,"Blind Assessment: Delicately fruit-toned, sweetly herbaceous. Dried raspberry, tarragon, cocoa nib, tangerine, cedar in aroma and cup. Crisply sweet-tart acidity; full, viscous mouthfeel. Resonant long finish that carries over all the aroma and flavor notes from the cup. Notes: Produced by Roger Dominguez, entirely of the Parainema variety of Arabica, and processed by the natural method (dried in the whole fruit). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: An elegant, complex natural-processed single-variety Honduras that’s berry-driven with a sweet herb and cocoa nib throughline. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/honduras-roger-dominguez/
Ethiopia Sidama Bensa Hamasho Washed TOH#2,Buon Caffe,"Sidamo growing region, southern Ethiopia",94,NT $349/8 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Richly sweet, deeply aromatic. Magnolia, dried pear, cocoa nib, lemon balm, ginger candy. Juicy-bright acidity; plush, syrupy mouthfeel. Cocoa-toned finish with notes of ginger candy and magnolia. Notes: Produced by smallholding farmers, entirely of the 74158 variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: A meandering sensory journey: floral, crisply fruity, sweetly herbaceous and cocoa-toned. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/ethiopia-sidama-bensa-hamasho-washed-toh2/
LATEST REVIEWS,Conscious Cup Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/8/
Kenya Kiamwangi Factory AA TOP,Buon Caffe,"Nyeri growing region, south-central Kenya",94,NT $389/8 ounces,December 2024,9,9,8,9,9,"Blind Assessment: Richly sweet-savory. Black currant, narcissus, tamarind, cedar, agave syrup in aroma and cup. Complex, bittersweet structure with high-toned acidity; crisp, velvety mouthfeel. Sweetly tart finish leads with tamarind notes, supported by narcissus and cedar. Notes: Produced by smallholding farmers, from trees of the SL28, Ruiri11 and Batian varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: A rich-toned, sweetly savory Kenya with enticing floral notes throughout the profile and classic black currant up front in the nose and on the mid-palate. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/kenya-kiamwangi-factory-aa-top/
Ethiopia Anaerobic Washed Wild Rose,David's Nose,"Sidamo growing region, Ethiopia",92,NT $500/8 ounces,November 2024,8,8,9,9,8,"Blind Assessment: Richly aromatic, sweetly tart. Tamarind, gardenia, fir, pistachio, pink grapefruit zest in aroma and cup. Sweetly tarty structure with gently brisk acidity; crisp, satiny mouthfeel. Gently drying finish centered around notes of tamarind and fir with pistachio undertones. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the anaerobic natural method, in which, after skin and pulp removal, fermentation takes place in a hermetically sealed vessel before the beans are de-pulped and dried. David's Nose is a specialty coffee roaster based in Taipei, Taiwan whose founder studied agronomy and has a deep interest in crop quality. For more information, visit www.davidsnosecoffee.com. Bottom Line: An Ethiopia anaerobic with tart fruit notes and crisply sweet floral undertones. Explore Similar Coffees: Click here for more reviews from David's Nose",https://www.coffeereview.com/review/ethiopia-anaerobic-washed-wild-rose/
Ethiopia Alo Chilaka Natural,Wonderstate Coffee,"Sidamo growing region, southern Ethiopia",94,$22.00/12 ounces,November 2024,9,8,9,9,9,"Blind Assessment: Citrusy-sweet, high-toned. Dried nectarine, almond, candied violet, Meyer lemon, cedar in aroma and cup. Briskly tart, citric acidity; plush, syrupy-smooth mouthfeel. Very long, flavor-saturated finish that honors the promise of the cup. Notes: Produced by Tamiru Tedesse and the smallholding farmers of Chilaka Village, entirely of the 74158 of Arabica, and processed by the natural method (dried in the whole fruit). Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for its commitment to guaranteeing higher pay for farmers and operating the country’s first 100% solar-powered roastery. Visit wonderstate.com for more information. Bottom Line: A richly aromatic, stone fruit-driven single-variety Ethiopia natural — clean, juicy, bright and richly sweet-tart. Explore Similar Coffees: Click here for more reviews from Wonderstate Coffee",https://www.coffeereview.com/review/ethiopia-alo-chilaka-natural/
PNG New Heaven,David's Nose,Papua New Guinea,92,NT $500/8 ounces,November 2024,9,8,8,9,8,"Blind Assessment: Cocoa-toned, crisply sweet. Cocoa nib, yellow plum, orange zest, cedar, magnolia in aroma and cup. Sweet in structure with crisp, balanced acidity; smooth, silky mouthfeel. Cocoa nib notes carry the finish, with hints of plum and orange zest in the long. Notes: Produced by smallholding farmers and processed by the washed method (fruit skin and pulp removed before drying). David's Nose is a specialty coffee roaster based in Taipei, Taiwan whose founder studied agronomy and has a deep interest in crop quality. For more information, visit www.davidsnosecoffee.com. Bottom Line: A balanced PNG cup with notes of stonefruit and citrus front and center, supported by crisp cocoa nib and rich aromatic wood underneath. Explore Similar Coffees: Click here for more reviews from David's Nose",https://www.coffeereview.com/review/png-new-heaven/
LATEST REVIEWS,Utopian Coffee,N/A,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/12/
Costa Rica La Laguna Lot Secret Stash,Old Soul Co.,"Tarrazu, Costa Rica",94,$20.00/8 ounces,November 2024,9,9,9,9,8,"Blind Assessment: Chocolaty-rich, deeply fruit-forward. Wild raspberry, milk chocolate, freesia, pink peppercorn, oak in aroma and cup. Vibrant, sparkling acidity; very full, satiny mouthfeel. Milk chocolate and raspberry commingle in the finish. Notes: Produced by the Mora Family, entirely of the Caturra variety of Arabica, and processed by the natural method (dried in the whole fruit). Old Soul is a roastery, bakery, and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information. Bottom Line: This natural-processed Costa Rica Caturra has heady and fruit-laden aromatics, whose promise is fulfilled in the cup. Explore Similar Coffees: Click here for more reviews from Old Soul Co.",https://www.coffeereview.com/review/costa-rica-la-laguna-lot-secret-stash/
Colombia Monteblanco Nectar Citrullus Secret Stash,Old Soul Co.,"Peñas Blancas Mountains, Acevedo, Colombia",94,$20.00/8 ounces,November 2024,9,8,9,9,9,"Blind Assessment: Exceptionally sweet, gently tart. Passionfruit, honeydew melon, baking chocolate, bergamot, myrrh in aroma and cup. Crisp, mild acidity; plush, creamy mouthfeel. Long, resonant, lingering, complex finish. Notes: Produced by Rodrigo Sanchez and Claudia Samboni of Finca Monteblanco, from trees of the Caturra and Bourbon varieties of Arabica, and processed by the washed method with the addition of Citrullus fruit (melon of various types) to the fermentation. Old Soul is a roastery, bakery, and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information. Bottom Line: This uniquely composed co-fermented Colombia displays a melony sweetness supported by baking chocolate and tropical fruit. Explore Similar Coffees: Click here for more reviews from Old Soul Co.",https://www.coffeereview.com/review/colombia-monteblanco-nectar-citrullus-secret-stash/
